product_id,product_category_name,product_name_length,product_description_length,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm
9be8d8c1b3cb9e629230d4c176b14ae9,,,,,2200.0,20.0,16.0,14.0
4b63219873a41d0f93899f71f7a80a60,,,,,4000.0,74.0,20.0,34.0
c92a8559445ec8f63ecf90c7dd910b7d,,,,,1050.0,30.0,15.0,21.0
3128a1273a207ae946c4dd1e23c86fed,,,,,1200.0,30.0,30.0,30.0
e47eff9f97c9536c9f768f86e13252f6,,,,,10250.0,40.0,32.0,32.0
8307d6d6781b40a6b3b4c222da56f274,,,,,500.0,23.0,15.0,29.0
68fb1d8f0c51d866116189cb07e652ea,,,,,2000.0,90.0,5.0,30.0
0fe09f32709c79ba4bf19d43c4e49515,,,,,800.0,16.0,9.0,11.0
6972a2007571907bdd466492ffa86638,,,,,750.0,19.0,6.0,26.0
e0520a21b848aa7efcb536bbda142e75,,,,,500.0,35.0,10.0,12.0
61a15da36ca0448be0565f8ee41dd37e,,,,,1000.0,18.0,20.0,18.0
66e460f0a3bf13493f3eeda3d75c61b4,,,,,1900.0,40.0,6.0,40.0
3fa864b2eb9bb60d23bfe315213bb5d9,,,,,200.0,16.0,2.0,11.0
c73ce46ad401dcf7c05da1cc8a65dea2,,,,,300.0,30.0,12.0,40.0
017457b0013d01d5a5a4a020ed1f14b9,,,,,2200.0,28.0,20.0,14.0
26587700f0a79fcaa3cd891f837e284e,,,,,500.0,16.0,12.0,27.0
bcc4b932676146a860f295538caaff09,,,,,3000.0,40.0,16.0,20.0
88ca370ef97df0526aeaea6932a38bdd,,,,,900.0,35.0,15.0,20.0
467ee8619a328138b578ace663efbced,,,,,900.0,22.0,15.0,16.0
431df35e52c10451171d8037482eeb43,,,,,475.0,21.0,15.0,21.0
447540e8fcd91fc4f9b1587aed39882c,,,,,1100.0,35.0,15.0,20.0
2b7f2a7cf1025b94bc5dc6c28746beaf,,,,,800.0,29.0,11.0,23.0
6ab9d49c399f239bc88ea28c7568213f,,,,,250.0,22.0,2.0,32.0
455819d0d2ccab9c6041aa8de3ae6b16,,,,,2400.0,42.0,15.0,27.0
d725b0198c31ea044c691b51d13656d4,,,,,8100.0,36.0,27.0,54.0
5c9ef6c35fdbad9275157b1929c37fb0,,,,,1500.0,48.0,4.0,18.0
c2fffbd2b50c3f612755de49109e6d97,,,,,100.0,16.0,2.0,11.0
945d5b64caf3027a69078cd3254657a7,,,,,750.0,24.0,10.0,18.0
d96ca12749a77265b27b2cb841f80590,,,,,1000.0,24.0,40.0,15.0
f1cfcd7f3806fd98650ab8dda3b7dfea,,,,,300.0,16.0,11.0,12.0
99fdc04e6b6614fa8899cefafe793fa7,,,,,950.0,26.0,26.0,26.0
0ab3b52bba153ddfc7857b11c900fdea,,,,,2250.0,40.0,8.0,30.0
ff09b38ea3889c433325e313807936ea,,,,,1600.0,16.0,36.0,13.0
24aba57735be13fd785bc04d1a8812e4,,,,,21600.0,45.0,42.0,45.0
46d418ab71bf88eeaa978665d4b0f693,,,,,162.0,16.0,8.0,11.0
1d94d1e0c7fb2dcf2811e093d2ca303b,,,,,17150.0,62.0,36.0,46.0
e3e0c67c30ba9f25ab3a0f8e293737ed,,,,,10100.0,33.0,30.0,44.0
dc6518b93adefc206b0d220c057f8b56,,,,,200.0,16.0,2.0,11.0
1e9e02777a02de03c17eb432be7daf71,,,,,200.0,16.0,5.0,15.0
5eb564652db742ff8f28759cd8d2652a,,,,,,,,
b52385de7f52a8dc46d4195e2f77f965,,,,,400.0,20.0,20.0,20.0
a08e089c16d4fe47da5a11c6620843da,,,,,200.0,20.0,8.0,11.0
bc3d15dd90a6794ea7710f1642aae319,,,,,4050.0,31.0,24.0,26.0
e77303f7e13ee5a4ec287783bde94c70,,,,,200.0,16.0,2.0,11.0
3b60d513e90300a4e9833e5cda1f1d61,,,,,450.0,20.0,12.0,15.0
cebad0ed16ecd450b97d2be843d3da86,,,,,800.0,16.0,20.0,15.0
d85783d7c896fdb2fadbbc19c6a1c58e,,,,,700.0,30.0,12.0,20.0
27822f63a7f1bbbf439dfbdbec05b129,,,,,8800.0,40.0,40.0,30.0
c647d965c3bd45fa151a61dc4233b7cc,,,,,1000.0,16.0,50.0,12.0
a1edc55bde3207643a142f3e6074e942,,,,,400.0,16.0,2.0,11.0
ab142a566883e92ca907236477173c6c,,,,,250.0,16.0,2.0,11.0
b2c888bdc2e3b970ec418f4c9f9877a3,,,,,250.0,17.0,14.0,16.0
b29fcbd778387a0218e2f058e57bce75,,,,,8750.0,36.0,27.0,54.0
eb8d25c0cd79b71775e91ed30a8fb8e8,,,,,1100.0,17.0,25.0,17.0
e878662b68e175a58b5951e44574d5c8,,,,,2000.0,33.0,8.0,23.0
f2317e7dd5b1b4dea36595ff6db6f14b,,,,,500.0,19.0,7.0,11.0
51f906f965ca71722df2059f9a7c1b62,,,,,25000.0,52.0,78.0,36.0
4941b2c06706332ebfd9072d7b1fb23c,,,,,50.0,32.0,23.0,33.0
2c484c3b1f80b8c735fcccb9b1f0f0e6,,,,,900.0,20.0,20.0,20.0
f849624adffb78b4cd40066ecf73aaeb,,,,,9400.0,45.0,39.0,33.0
fc49395ccfb1f65ab0d1352684772112,,,,,500.0,17.0,8.0,13.0
dd9e631c9f1f8008b90fff5170d02c2a,,,,,200.0,16.0,2.0,11.0
b22a81bf3aad8a40e439f0f55dcbdce0,,,,,2800.0,16.0,32.0,16.0
a9d70f6d031016d058af905f309260b0,,,,,4200.0,31.0,23.0,26.0
791052a0d5071f87efbc002b579ccb9e,,,,,1800.0,40.0,10.0,40.0
9c05bfa05404168611d6340f43b4b022,,,,,1500.0,33.0,4.0,33.0
3aa87ff048f23ae9ac589dd73c21d98c,,,,,950.0,30.0,30.0,20.0
fe1341006261b53f5f8415fb27772e66,,,,,250.0,18.0,8.0,14.0
b983a426eb1ebed80a196089a031a8f4,,,,,3350.0,50.0,10.0,30.0
8b0bbcbc6fab91d08a10c1fb25764bc1,,,,,1200.0,45.0,45.0,30.0
28452e5e58eb9105476492224d573c43,,,,,300.0,16.0,2.0,20.0
b36f3c918c91478c4559160022d3f14e,,,,,300.0,16.0,4.0,11.0
7167af17015615b513d5b429758969a2,,,,,21100.0,38.0,42.0,72.0
29fffacd0907d0944b7af35086efdb43,,,,,800.0,24.0,14.0,24.0
e621e5b4cac0fb8cfabee7a4a64bdc52,,,,,200.0,18.0,10.0,13.0
09d934535911e9af88dda1e31735379d,,,,,19200.0,64.0,40.0,48.0
c2ddba1b0149af8ce1b6b0d220f0411a,,,,,200.0,16.0,2.0,11.0
0cf1296fa38622de944eb05701b4ff34,,,,,1200.0,35.0,35.0,35.0
a4d8f727f92014da5dd64116af14634c,,,,,1200.0,30.0,12.0,12.0
4dfb5b21cf54e026b36472ea52d67e6d,,,,,200.0,16.0,2.0,11.0
1fccfee027ea87e93eaa5b05120e9c63,,,,,7000.0,50.0,50.0,50.0
5a5d7d4e7f23de210890506c818d2b8a,,,,,800.0,48.0,40.0,11.0
23df926bdc8477e1ec36c182136411a3,,,,,555.0,20.0,9.0,16.0
39c74b86a884310862f7b325d99c278c,,,,,100.0,25.0,5.0,15.0
df5032e775a51867fcd72f5b742f2f33,,,,,23900.0,47.0,34.0,48.0
c8316575e7ce05609496b6d0b9bce6bd,,,,,600.0,30.0,3.0,20.0
48212f0e644cd07610881a3b6e497ac4,,,,,200.0,16.0,2.0,11.0
51ce723ffd19d9d8d7893b8e835bf3cf,,,,,5700.0,40.0,45.0,40.0
0ceb0bfefd73a9c9dc6f918182841cc1,,,,,200.0,16.0,7.0,11.0
32a008f1373eb8e9293b3a4acd8ba8f6,,,,,200.0,16.0,6.0,11.0
e3b4b906fc11fd64318e4923a3d4594f,,,,,12750.0,70.0,32.0,50.0
0292b46c30348496b1be04eeb440bdb5,,,,,400.0,38.0,22.0,15.0
92b7afd8bcfa62ae0514184bc9e552a5,,,,,200.0,28.0,10.0,23.0
240ab905c5d99c074894c0fb5a27979f,,,,,200.0,17.0,5.0,14.0
6fd3ed85c5487d221849813b3552aae5,,,,,1300.0,40.0,8.0,40.0
66a5ffd1047bfd6230ac214e03257bae,,,,,2700.0,55.0,10.0,50.0
0b1187e2f914d9317a5632dbb7c66b82,,,,,200.0,16.0,2.0,11.0
8d4b5a0c6a09c5ee87acb936e218e9df,,,,,1050.0,38.0,10.0,28.0
99c3deeef8923c1036a30a5abed9071c,,,,,1000.0,40.0,28.0,25.0
2beea058d80efa4403a56673a219352d,,,,,8000.0,50.0,25.0,45.0
22f8b1ebff0ccf1828c7179dbf84d983,,,,,150.0,20.0,4.0,25.0
8c0bd0d6526379599b74a3a006d4c124,,,,,1000.0,30.0,30.0,30.0
649384ee46077c17e3d12514211bfb59,,,,,600.0,45.0,7.0,30.0
b552f05d01ef252ee3a1855af6f8dd1b,,,,,1300.0,30.0,15.0,22.0
21dd96fd31df21001d8e5b7a3fac9335,,,,,900.0,29.0,11.0,23.0
518ab602253d96d56c7e45d473572f58,,,,,17300.0,65.0,35.0,35.0
bb80645f347f26e0a4da138c7b2745aa,,,,,1300.0,25.0,32.0,23.0
e1c3325750402ab195a7759f01efa494,,,,,13400.0,40.0,30.0,30.0
1bd0e965122ea1485d8f7f0c6792ebe0,,,,,500.0,25.0,6.0,16.0
a1804276d9941ac0733cfd409f5206eb,,,,,600.0,35.0,35.0,15.0
62ea5d617ff74ab3e446aa418e7f67ed,,,,,200.0,16.0,2.0,11.0
a2d0ef58f86a42fa9d456709cb00c0b2,,,,,200.0,16.0,2.0,11.0
96aca2f53bcaed6f466449f7fb18ae75,,,,,400.0,16.0,16.0,16.0
61e9a389f1bef5181fc96e33f0dc16a6,,,,,900.0,17.0,5.0,28.0
693794dd88f66112dd42d743d2e1edb5,,,,,1400.0,30.0,40.0,30.0
ef5d149e671d0d67a962eceb26d972c8,,,,,200.0,16.0,2.0,20.0
c892c76504fbc267594383bd0f0d94e8,,,,,100.0,16.0,2.0,11.0
b77b1c083bc9bd1bbceccc2346cd02f4,,,,,100.0,29.0,5.0,20.0
26a4f62a409a78816adb31e0d729a163,,,,,11100.0,62.0,33.0,25.0
ae9d8ccddc081b66d656332ddf9b2373,,,,,200.0,16.0,2.0,11.0
57398ec023989dbb7618acae002f3370,,,,,1000.0,27.0,10.0,20.0
190179a3742b4110aaa5373a873885bb,,,,,200.0,20.0,10.0,15.0
9b13a7d22318479913aa50b379d41726,,,,,1000.0,17.0,21.0,11.0
aa2b29bee083c3eb3779f39fc09527b7,,,,,1500.0,18.0,35.0,48.0
fff28f91211774864a1000f918ed00cc,,,,,200.0,20.0,20.0,20.0
79a299827b3f285bf8aa370c12fa159a,,,,,1000.0,50.0,10.0,12.0
3e591cbf1cec40074c24a2ce372a5b62,,,,,1800.0,25.0,25.0,25.0
84fca65b5c69b61eec7a6f4b9fcfea75,,,,,700.0,30.0,20.0,20.0
78e4af9e5ea7b8768765492fdfaae545,,,,,500.0,17.0,5.0,28.0
cf951c39ef0ca44ee11278e4ece167d1,,,,,1200.0,64.0,11.0,15.0
05f581382fca988fec41f4a3de0e0fda,,,,,100.0,16.0,16.0,16.0
ff8bb42702f38636b348fd7e2332ce2f,,,,,100.0,25.0,2.0,17.0
f5a0cfa0a3289fb63ddcea79601165d0,,,,,200.0,16.0,2.0,20.0
93305944cf8bb41c63bf59676ac2d0b3,,,,,675.0,32.0,7.0,32.0
8def905dc2fc7ae5edb3637821a7652d,,,,,900.0,16.0,16.0,16.0
bbdef93b1bffe87d66bc97697e58c1ad,,,,,1000.0,18.0,30.0,19.0
ce215f864c313d0ecf9582661992f4d9,,,,,200.0,50.0,2.0,50.0
e2ad69c2a7ddfff443751c7b57a9c23e,,,,,200.0,16.0,15.0,20.0
ee0698233ed7e7c83c26c24f3efe315d,,,,,1000.0,16.0,25.0,20.0
a268f9f5cf863852b5b091ebc8cc0171,,,,,500.0,18.0,8.0,12.0
ed4359e101555dd1a1b90dea86938a9f,,,,,600.0,20.0,20.0,20.0
a9c404971d1a5b1cbc2e4070e02731fd,,,,,700.0,35.0,14.0,11.0
626fcce994b573d0bd54d6447d5badd3,,,,,300.0,18.0,6.0,11.0
3eac3be4413c51ec917d2108ab24e69c,,,,,8750.0,36.0,27.0,54.0
b25615f18b0de81909e61be53b1351b9,,,,,1000.0,26.0,21.0,19.0
f524a09994004b2dabb3d13cf1a041fb,,,,,7150.0,50.0,18.0,40.0
fb3d7615501eb8155531583652015360,,,,,350.0,16.0,18.0,16.0
10230be3f50a9367f8220d6c126f0dc6,,,,,16000.0,80.0,60.0,11.0
8f5b9d7258ddc83215b7efa05e73825f,,,,,6200.0,28.0,40.0,32.0
82f142f09dd26762af87b2a889f6ed58,,,,,340.0,23.0,8.0,15.0
e0cc4c7d6a254af178315aa78d7b5256,,,,,300.0,16.0,2.0,11.0
05feccd482d35726d6f80e60df25db86,,,,,1400.0,16.0,25.0,15.0
32a99bb84ae79a55c0e446afc9310e1e,,,,,200.0,16.0,2.0,11.0
9b564ab4807c6c00dcc56a91c5e1c8a3,,,,,550.0,22.0,22.0,22.0
3d4784f9a07ca5de370c86800589c860,,,,,1350.0,16.0,7.0,20.0
fb34a3bfc66ae09f045f9613fdb7bb5c,,,,,600.0,39.0,8.0,15.0
b861b1b731a9102704784b9912aca82a,,,,,850.0,37.0,6.0,35.0
f9a1a72d4069bf9570e29b9c620bef07,,,,,700.0,17.0,10.0,16.0
ebf5a1e0cf87ae9837d87ab93d47a46b,,,,,450.0,25.0,25.0,25.0
eed5cbd74fac3bd79b7c7ec95fa7507d,,,,,5900.0,40.0,40.0,40.0
8a0c7c7b32d023b5c6cefe93d16e4a99,,,,,2500.0,59.0,35.0,29.0
086f97beca2bb06567d542af191fa7a9,,,,,150.0,16.0,2.0,20.0
c600d7f13104e8db2ca2b9fa78581409,,,,,2400.0,42.0,15.0,27.0
2d7bc40a076687ee0ad5b507ecafd4f3,,,,,500.0,16.0,12.0,11.0
28209b7aed95f7c0c9b9806f974a104e,,,,,500.0,30.0,4.0,15.0
2ce375bc4110d978ae33e7d48d63f599,,,,,800.0,35.0,15.0,20.0
1c6a5fd4bf0e4196dc0a20386c496bd3,,,,,3800.0,30.0,40.0,30.0
373449943bcfafb2d3ff7423408a1c9d,,,,,350.0,20.0,5.0,11.0
516f4c728fa63b7394b4a4d99a010ff6,,,,,2200.0,47.0,11.0,40.0
c2e65424d0c3ca6c8c87576a7307eb90,,,,,1150.0,40.0,18.0,21.0
da066b813a9bc3f4294eac9aa647c834,,,,,21300.0,47.0,39.0,39.0
d84a83ff61bb8049f7e620bc023f373d,,,,,1450.0,30.0,5.0,30.0
59456cc9f0eb749249f39d1f8f633ad3,,,,,2465.0,34.0,20.0,20.0
19ac4a7de40be5bd72347162024983f2,,,,,200.0,16.0,2.0,20.0
97077aaf1edef55f3c90f91075f92261,,,,,350.0,25.0,15.0,30.0
2bc14ec16ec416f08e39fed48eda7f2d,,,,,200.0,16.0,2.0,11.0
e7dceae66fa56a4b4c9d62e72945b17d,,,,,1150.0,16.0,40.0,15.0
9fdb63e8a7e98f5ee2c68448a0145139,,,,,10700.0,40.0,40.0,40.0
9032c8a4a91bb344eb53711d9fd71361,,,,,500.0,65.0,6.0,11.0
cef16b173166d8d44b4fbf05b4b43bec,,,,,1600.0,45.0,12.0,30.0
80872f7f128200f12c5af9494b1d37a0,,,,,1100.0,23.0,16.0,13.0
de6702c748c719cbd13bb814f006ba22,,,,,150.0,16.0,9.0,11.0
ef335a744a67679ed37e8698353dfc95,,,,,3000.0,45.0,10.0,30.0
2c24793fa7743021c907ec930fce14b9,,,,,1700.0,67.0,10.0,40.0
e68658c105f5425a8839abcbc722d160,,,,,350.0,30.0,30.0,11.0
d73c1e3e6e7bd1420e5904af7a7af651,,,,,200.0,16.0,2.0,20.0
72f399a2336a151acdb3a0a3b391f75a,,,,,1300.0,20.0,20.0,15.0
ad88641611c35ebd59ecda07a9f17099,,,,,450.0,16.0,7.0,11.0
0baaa6da9c9440c4655efd0762a0edcf,,,,,300.0,16.0,2.0,11.0
a4fe640db0a85c68b24bf813604c6b78,,,,,9600.0,40.0,30.0,40.0
cd64fc35f195d70cebe293e0b60dce33,,,,,100.0,19.0,3.0,11.0
fc5dd987f12a7b823a76a44aa1ba88f6,,,,,250.0,21.0,3.0,16.0
986551a629c57419d4d2b74cdefc34dd,,,,,16050.0,33.0,30.0,44.0
aba85c958ea6774626886041ac01acf1,,,,,200.0,16.0,2.0,11.0
a184d57c818939252af3b5400f55429a,,,,,450.0,30.0,20.0,20.0
bd421826916d3e1d445cb860cea3c0fb,,,,,250.0,16.0,4.0,11.0
44ae8d3edf5612ff7a39d629d5bbb8ae,,,,,4850.0,45.0,10.0,45.0
033fe931444d66d788d53aca5b7b22d5,,,,,200.0,16.0,19.0,11.0
5da377170d1d7db042b094d4129b088c,,,,,450.0,27.0,10.0,16.0
47ac3d02c68a76bc97b3b305f6e1192f,,,,,3100.0,18.0,45.0,30.0
c4777fd2beb13264f71e768685823987,,,,,200.0,16.0,2.0,11.0
b5d652cabeb01249ad1cf910eef3230b,,,,,2000.0,39.0,42.0,39.0
92785d022b4e0e6b7cafc45f87a281fb,,,,,200.0,16.0,2.0,11.0
bc107cfd28a282c85b28e7054aeb729d,,,,,300.0,18.0,8.0,15.0
ad5f871bf1f82cf7aed349162ab802e6,,,,,1600.0,24.0,13.0,15.0
18da4a6d2c9b127b43ac8616ab151aa8,,,,,1300.0,83.0,4.0,26.0
dfa3272f8e1bad4867677dfca2d061f3,,,,,2300.0,34.0,36.0,32.0
0e030462875259ec0cb868f7ecf1fd5e,,,,,800.0,17.0,7.0,13.0
e3c816666a7d2a1e7fbf02651e550b78,,,,,115.0,16.0,13.0,11.0
24b1fcad996ffb1ead90e324f264b783,,,,,200.0,39.0,9.0,11.0
2aba8009f50472b2eda33e9e2bb3ef6f,,,,,750.0,19.0,6.0,26.0
dc8128d60372ee4869b22114e3bc4957,,,,,200.0,25.0,5.0,15.0
4cda9d93b0a846dfdca597f1b1d19c08,,,,,7300.0,40.0,40.0,30.0
5f6ebc88683dcfc794febc8d8a8aeb0c,,,,,400.0,16.0,4.0,11.0
e82149ac02d9c909feccea6c879f4610,,,,,500.0,20.0,15.0,20.0
b8c2cf7e813b0eb7ec62f7459217b22c,,,,,1800.0,40.0,23.0,13.0
ba71302e3a8b2129024487a3e54bc2fa,,,,,400.0,30.0,30.0,11.0
5a848e4ab52fd5445cdc07aab1c40e48,,,,,400.0,20.0,12.0,15.0
584d2812194b6a09a05bb9106009b473,,,,,14300.0,70.0,30.0,50.0
65ab2b4e40425acec6125e3d48919b2e,,,,,1850.0,31.0,30.0,28.0
88c09dd121ebe0b119a759773d405cc4,,,,,300.0,22.0,9.0,16.0
8ae1fefcfdc30ea49de246665b6d2713,,,,,400.0,16.0,15.0,15.0
83a837a76c0753d44c7c12bcb1b96158,,,,,200.0,25.0,5.0,15.0
abe135ae574a8969994de86975004972,,,,,900.0,26.0,18.0,18.0
b0c025bfe73a24057cb15eeab19ebdf2,,,,,400.0,16.0,9.0,11.0
5cebe3c91f03e5d52a1951b3ce8354cd,,,,,1000.0,22.0,21.0,23.0
f71a7ef227514bb1feacf612102d6a19,,,,,800.0,50.0,15.0,30.0
24776376f3b02d27ac141a1bdc46d628,,,,,200.0,17.0,14.0,16.0
4a411619ffbd1bb6180c44ca6e16639d,,,,,800.0,16.0,19.0,11.0
3895c3901baeb3589ea9acd2ded5e2a4,,,,,200.0,16.0,2.0,20.0
d36c8237f8a0a889aa9d6ac7816097e3,,,,,8750.0,80.0,10.0,60.0
2d188e4d3435b1bf29dfd385b324de2c,,,,,800.0,39.0,12.0,17.0
b690fe3d3dd6223b85382ccca04ffbde,,,,,300.0,16.0,8.0,11.0
18aae9918a7e1d46e0c94c63a756c97c,,,,,700.0,16.0,12.0,12.0
090820212dfd8022d676e480bed6a61d,,,,,250.0,16.0,4.0,11.0
6bda3bc4a9032dc7f18b635e051d0c72,,,,,2300.0,47.0,23.0,32.0
cbe24747d52ccb72f4fd7190c41aff73,,,,,800.0,16.0,24.0,16.0
41eee23c25f7a574dfaf8d5c151dbb12,,,,,200.0,16.0,2.0,11.0
4432acdc80e1b1f73f9f355f12ecd60f,,,,,200.0,16.0,2.0,11.0
2fc46e8ba9bbe4d062776e585b8c0057,,,,,700.0,19.0,28.0,20.0
4914f8796af2ecd359fd8f44b9b92339,,,,,100.0,16.0,11.0,12.0
980a05f1865790c75cf9a22ae4771c1c,,,,,21700.0,40.0,50.0,50.0
4754922e24570093f580454e5920cd34,,,,,700.0,16.0,18.0,11.0
5368f8caaa939da050e8dfd7d08fde62,,,,,150.0,16.0,12.0,11.0
3fc7f2008dc11b252c0f0e51a7bea4d6,,,,,600.0,40.0,6.0,30.0
ae91ef458ab29ff95a0defb53fa030e9,,,,,500.0,16.0,3.0,12.0
b7f980dbd49d4059a8c4acbada394e4b,,,,,400.0,16.0,7.0,11.0
7a81b0d1231e9ed0c2ff4237f49e5dc0,,,,,100.0,16.0,5.0,11.0
baded889837476e342ac1e93c87ce383,,,,,200.0,16.0,2.0,11.0
d4959e4f53f19c94abec965e966c7ca9,,,,,1200.0,20.0,20.0,20.0
661e3bba6bdb874638367462b49ae590,,,,,450.0,30.0,5.0,30.0
c09d788af5101df1f542712d2968d4df,,,,,8500.0,23.0,16.0,24.0
ace8fb267a4f76c58dad79d0171f6812,,,,,26950.0,65.0,79.0,29.0
e034d967d446f193a9d72f30a282c312,,,,,900.0,20.0,10.0,12.0
2cd7d0ade9eb52c856a16dce303397ad,,,,,200.0,27.0,3.0,18.0
6f3ec6fc14615aaed51a2e900868a3cf,,,,,600.0,20.0,10.0,20.0
aa52785e49f7b78b96704df4068d9e3d,,,,,250.0,16.0,8.0,16.0
0ba14c257ad706bacadec65dfdb3b740,,,,,300.0,16.0,10.0,11.0
bfa0e398bef2d28bb421d42997982cab,,,,,3100.0,28.0,20.0,40.0
d5376c3b45290c7a326584c8307ab2c4,,,,,16550.0,58.0,32.0,32.0
b1d207586fca400a2370d50a9ba1da98,,,,,350.0,16.0,4.0,11.0
b91982b3afff5d274cf34ce54801a8e6,,,,,1500.0,50.0,30.0,32.0
9689d8153681f3d8bc3e88622c013b08,,,,,300.0,16.0,2.0,11.0
fbb1cfc2810efabf3235eccf4530f4ae,,,,,800.0,35.0,15.0,20.0
bff35d3572b474e918bb0780723240bb,,,,,600.0,30.0,30.0,20.0
8e49e2b4aaa2a78f82c80d2e488084f6,,,,,1500.0,35.0,33.0,47.0
0bb7d5c406dd6affef3cd4f5d6744844,,,,,200.0,16.0,2.0,11.0
ba4a6f5b128eec53f68288f5238f9971,,,,,2100.0,36.0,16.0,46.0
5b736e2bc208fe225a4f3da85e5dc63d,,,,,175.0,38.0,22.0,15.0
89dacd5290cff31247fa3e2412c08e02,,,,,1100.0,27.0,9.0,35.0
4c50dcc50f1512f46096d6ef0142c4a9,,,,,800.0,16.0,2.0,11.0
8d0e7a8e1b1fb5343135045cb7c21542,,,,,1800.0,26.0,25.0,47.0
bb1c86c0b1cd8da99fbd48d798abcca0,,,,,830.0,19.0,6.0,26.0
338f1838eb9cd29b59c9c2f4ee158f15,,,,,250.0,16.0,4.0,11.0
8a27d3427a61686ec37357b5ccf24425,,,,,800.0,21.0,12.0,15.0
9549bc9cccdcfb09de0bd4774b018c3d,,,,,3000.0,40.0,29.0,29.0
b2545dd62c61d45d55ebaa04d1cb1e23,,,,,1475.0,42.0,24.0,31.0
d886830f276eaa72305b18639bc4cfce,,,,,1800.0,25.0,25.0,25.0
22e8a1571e0f8e1aeac77c01ae28539c,,,,,1300.0,17.0,25.0,20.0
b0a0c5dd78e644373b199380612c350a,,,,,1800.0,30.0,20.0,70.0
10dbe0fbaa2c505123c17fdc34a63c56,,,,,800.0,30.0,10.0,23.0
bd2ada37b58ae94cc838b9c0569fecd8,,,,,200.0,21.0,8.0,16.0
fa51e914046aab32764c41356b9d4ea4,,,,,1300.0,45.0,16.0,45.0
c4ceee876c82b8328e9c293fa0e1989b,,,,,700.0,28.0,3.0,43.0
